,Hostname,Port,Name,Status,Vlan,Duplex,Speed,Type
303,DC-DIST7-1,Vlan880,PPC-UC1,connected,routed,auto,auto,--
304,DC-DIST7-1,Vlan881,DC-SAS1,connected,routed,auto,auto,--
305,DC-DIST7-1,Vlan882,DC-SAS2,connected,routed,auto,auto,--
306,DC-DIST7-1,Vlan883,DC-SAS3,connected,routed,auto,auto,--
307,DC-DIST7-1,Vlan884,Server VLAN,connected,routed,auto,auto,--
308,DC-DIST7-1,Vlan886,MOB DC Monitoring,connected,routed,auto,auto,--
309,DC-DIST7-1,Vlan887,Airflow control,connected,routed,auto,auto,--
310,DC-DIST7-1,Vlan888,ISILON-1,connected,routed,auto,auto,--
311,DC-DIST7-1,Vlan889,ISILON-2,connected,routed,auto,auto,--
312,DC-DIST7-1,Vlan890,ISILON-3,connected,routed,auto,auto,--
313,DC-DIST7-1,Vlan894,<OFF-SHORE HCL TEMP>,connected,routed,auto,auto,--
314,DC-DIST7-1,Vlan895,<OFF-SHORE LNT>,connected,routed,auto,auto,--
315,DC-DIST7-1,Vlan896,<OFF-SHORE TCS>,connected,routed,auto,auto,--
316,DC-DIST7-1,Vlan897,<MISC VLAN>,connected,routed,auto,auto,--
317,DC-DIST7-1,Vlan898,ALIAS data segment,connected,routed,auto,auto,--
318,DC-DIST7-1,Vlan899,ALIAS heartbeat segment,connected,routed,auto,auto,--
319,DC-DIST7-1,Vlan900,UCS 14-9 data segment,connected,routed,auto,auto,--
320,DC-DIST7-1,Vlan901,Xen Desktop1 data segment,connected,routed,auto,auto,--
321,DC-DIST7-1,Vlan902,Xen Desktop2 data segment,connected,routed,auto,auto,--
322,DC-DIST7-1,Vlan903,Xen Desktop3 data segment,connected,routed,auto,auto,--
323,DC-DIST7-1,Vlan904,XENDESKTOP 2013,connected,routed,auto,auto,--
324,DC-DIST7-1,Vlan911,Screenlife segment 1,connected,routed,auto,auto,--
325,DC-DIST7-1,Vlan912,Screenlife segment 2,connected,routed,auto,auto,--
326,DC-DIST7-1,Vlan913,Screenlife segment 3,connected,routed,auto,auto,--
327,DC-DIST7-1,Vlan915,XENDESKTOP 2016,connected,routed,auto,auto,--
328,DC-DIST7-1,Vlan942,OPENSTACK-MULTIPLATFORM,connected,routed,auto,auto,--
329,DC-DIST7-1,Vlan960,DR_subnet,connected,routed,auto,auto,--
330,DC-DIST7-1,Vlan1240,VSI-Data-Management-New,connected,routed,auto,auto,--
331,DC-DIST7-1,Vlan1242,VSI-NFS-Storage-New,connected,routed,auto,auto,--
332,DC-DIST7-1,Vlan1244,VSI-Zerto-New,connected,routed,auto,auto,--
333,DC-DIST7-1,Vlan1246,VSI-vMotion-New,connected,routed,auto,auto,--
334,DC-DIST7-1,Vlan1248,VSI-UCS-KVM-MGMT-New,connected,routed,auto,auto,--
335,DC-DIST7-1,Vlan1250,VSI-VCHA-New,connected,routed,auto,auto,--
336,DC-DIST7-1,Vlan1438,--,connected,routed,auto,auto,--
337,DC-DIST7-1,Vlan2024,CRESTRON-AV-MOB,down,routed,auto,auto,--
338,DC-DIST7-1,Vlan2025,CRESTRON-AV-ADMIN,down,routed,auto,auto,--
339,DC-DIST7-1,Vlan2026,Cube LAN,connected,routed,auto,auto,--
340,DC-DIST7-1,Vlan2027,Cube Hearbeat,connected,routed,auto,auto,--
341,DC-DIST7-1,Vlan2028,Cube Management,connected,routed,auto,auto,--
342,DC-DIST7-1,Vlan2234,HED-SW1 VOIP,down,routed,auto,auto,--
343,DC-DIST7-1,Vlan2682,AVID-172.19.31.0-24,down,routed,auto,auto,--
344,DC-DIST7-1,Vlan3000,*** This VLAN is used to create an EIGRP adjacency across the vPC Peer-Link ***,connected,routed,auto,auto,--
345,DC-DIST7-1,Vlan3234,HED-SW1 DATA,down,routed,auto,auto,--
346,DC-DIST7-1,Vlan3333,--,connected,routed,auto,auto,--
