,Hostname,Port,Name,Status,Vlan,Duplex,Speed,Type,CDP_local_int,CDP_remote_device,CDP_remote_int,CDP_remote_platform,CDP_remote_capabilities,CDP_remote_ip,LLDP_local_port_id,LLDP_remote_chassis_id,LLDP_remote_port_id,LLDP_remote_port_description,LLDP_remote_system_name,LLDP_remote_system_description,LLDP_remote_system_capabilities,LLDP_remote_system_address,LLDP_remote_vlan_id
314,DC-ACS5-1,Ethernet105/1/3,***FEX1/4 WWTO Isilon node2 ***,connected,500,full,1000,--,Ethernet105/1/3,mob-ucs-als2-B,mgmt0,UCS-FI-6454,Router Switch Supports-STP-Dispute,10.100.1.52,Ethernet105/1/3,0008.312e.52a0,mgmt0,mgmt0,mob-ucs-als2-B.ad.viacom.com,Cisco Nexus Operating System (NX-OS) Software 9.3(5)I42(3g),"B, R",10.100.1.52,0
315,DC-ACS5-1,Ethernet105/1/4,***FEX1/4 WWTO Isilon node3 ***,notconnect,682,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
316,DC-ACS5-1,Ethernet105/1/5,***FEX1/4 WWTO Isilon node4 ***,notconnect,682,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
317,DC-ACS5-1,Ethernet105/1/6,***FEX1/4 WWTO Isilon node4 ***,notconnect,682,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
318,DC-ACS5-1,Ethernet105/1/7,***FEX1/4 WWTO Isilon node5 ***,notconnect,682,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
319,DC-ACS5-1,Ethernet105/1/8,***FEX1/4 WWTO Isilon node5 ***,notconnect,682,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
320,DC-ACS5-1,Ethernet105/1/9,***FEX1/4 WWTO Isilon Accelerator ***,notconnect,682,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
321,DC-ACS5-1,Ethernet105/1/10,*** WWTO ISILON ***,notconnect,682,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
322,DC-ACS5-1,Ethernet105/1/11,Nexsan Management,notconnect,500,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
323,DC-ACS5-1,Ethernet105/1/12,Nexsan Management,notconnect,500,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
324,DC-ACS5-1,Ethernet105/1/13,--,connected,890,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
325,DC-ACS5-1,Ethernet105/1/14,--,connected,890,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
326,DC-ACS5-1,Ethernet105/1/15,--,connected,1,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
327,DC-ACS5-1,Ethernet105/1/16,***FEX2/3 WWTO Isilon node11 ***,notconnect,682,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
328,DC-ACS5-1,Ethernet105/1/17,***FEX2/3 WWTO Isilon node11 ***,notconnect,682,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
329,DC-ACS5-1,Ethernet105/1/18,AMS Quantum at MOB,connected,500,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
330,DC-ACS5-1,Ethernet105/1/19,AMS Quantum at MOB,connected,500,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
331,DC-ACS5-1,Ethernet105/1/20,API KCAL ISIS mgmt port,notconnect,682,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
332,DC-ACS5-1,Ethernet105/1/21,nxMDCp02-1,notconnect,899,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
333,DC-ACS5-1,Ethernet105/1/22,nxMDCp02-2,notconnect,899,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
334,DC-ACS5-1,Ethernet105/1/23,nxMDCp02,notconnect,898,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
335,DC-ACS5-1,Ethernet105/1/24,AMS Quantum at MOB,connected,500,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
336,DC-ACS5-1,Ethernet105/1/25,AMS Quantum at MOB,connected,500,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
337,DC-ACS5-1,Ethernet105/1/26,P1 WebSense U8 11-03 TSK JAN 21 2013,notconnect,883,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
338,DC-ACS5-1,Ethernet105/1/27,ibatlp01-NIC1,notconnect,822,half,100,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
339,DC-ACS5-1,Ethernet105/1/28,ibatlp02-NIC1,notconnect,822,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
340,DC-ACS5-1,Ethernet105/1/29,--,notconnect,721,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
341,DC-ACS5-1,Ethernet105/1/30,--,notconnect,821,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
342,DC-ACS5-1,Ethernet105/1/31,--,connected,821,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
343,DC-ACS5-1,Ethernet105/1/32,Zoltn_Avigilon-NVR-srvr_2018-06-11,notconnect,881,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
344,DC-ACS5-1,Ethernet105/1/33,Websense-smtp4.mtvn.ad.viacom.com . P1,connected,871,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
345,DC-ACS5-1,Ethernet105/1/34,isclsp17,notconnect,890,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
346,DC-ACS5-1,Ethernet105/1/35,Websense-smtp3.mtvn.ad.viacom.com . C1,connected,67,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
347,DC-ACS5-1,Ethernet105/1/36,DC-WebsenseV10K-02.mtvn.ad.viacom.com Management P1,connected,18,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
348,DC-ACS5-1,Ethernet105/1/37,3PAR-Server-POC-Temp,connected,927,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
349,DC-ACS5-1,Ethernet105/1/38,3PAR-Server-POC-Temp,connected,927,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
350,DC-ACS5-1,Ethernet105/1/39,3PAR-Server-POC-Temp,notconnect,850,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
351,DC-ACS5-1,Ethernet105/1/40,3PAR-Server-POC-Temp,connected,883,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
352,DC-ACS5-1,Ethernet105/1/41,DC-WebsenseV10K-01.mtvn.ad.viacom.com Management C1,connected,67,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
353,DC-ACS5-1,Ethernet105/1/42,--,connected,500,full,1000,--,Ethernet105/1/42,MOB-METRO-MGMT-02,mgmt0,N77-C7702,Router Switch Supports-STP-Dispute,10.100.1.117,--,--,--,--,--,--,--,--,--
354,DC-ACS5-1,Ethernet105/1/43,--,connected,881,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
355,DC-ACS5-1,Ethernet105/1/44,--,connected,500,full,1000,--,Ethernet105/1/44,MOB-METRO-MGMT-01,mgmt0,N77-C7702,Router Switch Supports-STP-Dispute,10.100.1.118,--,--,--,--,--,--,--,--,--
356,DC-ACS5-1,Ethernet105/1/45,msALSp45,connected,899,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
357,DC-ACS5-1,Ethernet105/1/46,msSVWp01,notconnect,870,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
358,DC-ACS5-1,Ethernet105/1/47,msSVWp02,notconnect,870,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
359,DC-ACS5-1,Ethernet105/1/48,msSVWp03,notconnect,887,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
360,DC-ACS5-1,Ethernet106/1/1,--,connected,80,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
361,DC-ACS5-1,Ethernet106/1/2,***MOB-ISILON***,connected,80,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
362,DC-ACS5-1,Ethernet106/1/3,***MOB-ISILON***,connected,80,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
363,DC-ACS5-1,Ethernet106/1/4,***MOB-ISILON***,connected,80,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
364,DC-ACS5-1,Ethernet106/1/5,***MOB-ISILON***,connected,80,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
365,DC-ACS5-1,Ethernet106/1/6,***tsNVRp03 NIC1******Please Do Not Modify Ports***,connected,80,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
366,DC-ACS5-1,Ethernet106/1/7,***SMARTJOG-SERVER-10.40.4.6***,connected,80,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
367,DC-ACS5-1,Ethernet106/1/8,--,connected,67,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
368,DC-ACS5-1,Ethernet106/1/9,--,connected,881,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
369,DC-ACS5-1,Ethernet106/1/10,***msADS02******Please Do Not Modify Ports***,connected,67,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
370,DC-ACS5-1,Ethernet106/1/11,INC06744051,connected,3165,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
371,DC-ACS5-1,Ethernet106/1/12,--,connected,881,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
372,DC-ACS5-1,Ethernet106/1/13,--,connected,881,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
373,DC-ACS5-1,Ethernet106/1/14,--,connected,881,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
374,DC-ACS5-1,Ethernet106/1/15,--,connected,881,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
375,DC-ACS5-1,Ethernet106/1/16,--,connected,881,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
376,DC-ACS5-1,Ethernet106/1/17,***AVID SERVERS******Please Do Not Modify Ports***,notconnect,682,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
377,DC-ACS5-1,Ethernet106/1/18,***SHVR3PRDAP02******Please Do Not Modify Ports***,notconnect,883,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
378,DC-ACS5-1,Ethernet106/1/19,FIDELISSENSORPARA2-idrac,notconnect,860,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
379,DC-ACS5-1,Ethernet106/1/20,ANI-MOB-ISIS,notconnect,682,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
380,DC-ACS5-1,Ethernet106/1/21,***msISAp01******Please Do Not Modify Ports***,connected,850,full,1000,--,--,--,--,--,--,--,Ethernet106/1/21,24a9.3701.ce15,2a43.6daf.f77f,eth0,Purem50-west05-ct0,FlashArray FA-m50r2 Purem50-west05-ct0 202310050044+88bf191c53e4-65x,"B, W, R, S",Unknown,0
381,DC-ACS5-1,Ethernet106/1/22,***msISAp01******Please Do Not Modify Ports***,connected,850,full,1000,--,--,--,--,--,--,--,Ethernet106/1/22,24a9.3701.ce15,aa5c.5eac.ef04,eth1,Purem50-west05-ct0,FlashArray FA-m50r2 Purem50-west05-ct0 202310050044+88bf191c53e4-65x,"B, W, R, S",Unknown,0
382,DC-ACS5-1,Ethernet106/1/23,***DL-BL-LINDBERG******Please Do Not Modify Ports***,connected,881,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
383,DC-ACS5-1,Ethernet106/1/24,***tsMSTp01 nic1******Please Do Not Modify Ports***,connected,882,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
384,DC-ACS5-1,Ethernet106/1/25,***nxEAId01 slot3******Please Do Not Modify Ports***,connected,900,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
385,DC-ACS5-1,Ethernet106/1/26,--,connected,900,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
386,DC-ACS5-1,Ethernet106/1/27,ibatlp01-NIC2,notconnect,822,half,100,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
387,DC-ACS5-1,Ethernet106/1/28,ibatlp02-NIC2,notconnect,822,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
388,DC-ACS5-1,Ethernet106/1/29,HP-3PAR-STORAGE,notconnect,851,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
389,DC-ACS5-1,Ethernet106/1/30,HP-3PAR-STORAGE,notconnect,851,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
390,DC-ACS5-1,Ethernet106/1/31,--,connected,881,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
391,DC-ACS5-1,Ethernet106/1/32,Zoltn_Avigilon-NVR-srvr_2018-06-11,connected,526,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
392,DC-ACS5-1,Ethernet106/1/33,HP-3PAR-STORAGE,notconnect,883,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
393,DC-ACS5-1,Ethernet106/1/34,--,connected,881,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
394,DC-ACS5-1,Ethernet106/1/35,--,connected,881,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
395,DC-ACS5-1,Ethernet106/1/36,--,connected,881,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
396,DC-ACS5-1,Ethernet106/1/37,--,notconnect,1438,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
397,DC-ACS5-1,Ethernet106/1/38,--,notconnect,1438,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
398,DC-ACS5-1,Ethernet106/1/39,--,notconnect,1,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
399,DC-ACS5-1,Ethernet106/1/40,***nxVMIp01 RIB******Please Do Not Modify Ports***,notconnect,884,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
400,DC-ACS5-1,Ethernet106/1/41,*** For single-homed servers ***,notconnect,898,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
401,DC-ACS5-1,Ethernet106/1/42,--,notconnect,898,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
402,DC-ACS5-1,Ethernet106/1/43,--,notconnect,898,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
403,DC-ACS5-1,Ethernet106/1/44,*** For single-homed servers ***,notconnect,879,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
404,DC-ACS5-1,Ethernet106/1/45,--,notconnect,1,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
405,DC-ACS5-1,Ethernet106/1/46,--,notconnect,881,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
406,DC-ACS5-1,Ethernet106/1/47,--,connected,881,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
407,DC-ACS5-1,Ethernet106/1/48,--,notconnect,1,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
408,DC-ACS5-1,Ethernet122/1/1,Isilon Access in Editorial,connected,899,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
409,DC-ACS5-1,Ethernet122/1/2,Isilon Access in Editorial,connected,899,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
410,DC-ACS5-1,Ethernet122/1/3,Isilon Access in Editorial,connected,899,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
411,DC-ACS5-1,Ethernet122/1/4,Isilon Access in Editorial,connected,899,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
412,DC-ACS5-1,Ethernet122/1/5,Isilon Access in Editorial,notconnect,682,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
413,DC-ACS5-1,Ethernet122/1/6,Isilon Access in Editorial,notconnect,899,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
414,DC-ACS5-1,Ethernet122/1/7,Isilon Access in Editorial,connected,682,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
415,DC-ACS5-1,Ethernet122/1/8,Isilon Access in Editorial,connected,682,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
416,DC-ACS5-1,Ethernet122/1/9,Isilon Access in Editorial,notconnect,682,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
417,DC-ACS5-1,Ethernet122/1/10,Isilon Access in Editorial,connected,899,full,1000,--,--,--,--,--,--,--,Ethernet122/1/10,b07b.2509.faee,b07b.2509.faee,not advertised,not advertised,not advertised,not advertised,Unknown,0
418,DC-ACS5-1,Ethernet122/1/11,Isilon Access in Editorial,connected,682,full,1000,--,--,--,--,--,--,--,Ethernet122/1/11,ac1f.6bac.9f28,ac1f.6bac.9f28,not advertised,not advertised,not advertised,not advertised,Unknown,0
419,DC-ACS5-1,Ethernet122/1/12,Isilon Access in Editorial,connected,899,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
420,DC-ACS5-1,Ethernet122/1/13,PCoIP - INC03957261,connected,724,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
421,DC-ACS5-1,Ethernet122/1/14,Isilon Access in Editorial,connected,682,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
422,DC-ACS5-1,Ethernet122/1/15,Isilon Access in Editorial,connected,899,full,1000,--,--,--,--,--,--,--,Ethernet122/1/15,ac1f.6bac.9f29,ac1f.6bac.9f29,not advertised,not advertised,not advertised,not advertised,Unknown,0
423,DC-ACS5-1,Ethernet122/1/16,Isilon Access in Editorial,notconnect,682,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
424,DC-ACS5-1,Ethernet122/1/17,Isilon Access in Editorial,connected,682,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
425,DC-ACS5-1,Ethernet122/1/18,Isilon Access in Editorial,notconnect,682,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
426,DC-ACS5-1,Ethernet122/1/19,Isilon Access in Editorial,connected,682,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
427,DC-ACS5-1,Ethernet122/1/20,INC05605321,connected,66,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
428,DC-ACS5-1,Ethernet122/1/21,Isilon Access in Editorial,connected,682,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
429,DC-ACS5-1,Ethernet122/1/22,Isilon Access in Editorial,connected,682,full,1000,--,--,--,--,--,--,--,Ethernet122/1/22,d89d.67f4.86ae,d89d.67f4.86ae,not advertised,not advertised,not advertised,not advertised,Unknown,0
430,DC-ACS5-1,Ethernet122/1/23,Isilon Access in Editorial,connected,682,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
431,DC-ACS5-1,Ethernet122/1/24,Isilon Access in Editorial,connected,682,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
432,DC-ACS5-1,Ethernet122/1/25,Isilon Access in Editorial,notconnect,682,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
433,DC-ACS5-1,Ethernet122/1/26,Isilon Access in Editorial,notconnect,682,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
434,DC-ACS5-1,Ethernet122/1/27,Isilon Access in Editorial,notconnect,682,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
435,DC-ACS5-1,Ethernet122/1/28,Isilon Access in Editorial,connected,682,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
436,DC-ACS5-1,Ethernet122/1/29,Isilon Access in Editorial,connected,682,full,1000,--,--,--,--,--,--,--,Ethernet122/1/29,3cec.ef3d.a6a6,3cec.ef3d.a6a6,not advertised,not advertised,not advertised,not advertised,Unknown,0
437,DC-ACS5-1,Ethernet122/1/30,Isilon Access in Editorial,connected,682,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
438,DC-ACS5-1,Ethernet122/1/31,Isilon Access in Editorial,notconnect,682,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
439,DC-ACS5-1,Ethernet122/1/32,Isilon Access in Editorial,notconnect,682,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
440,DC-ACS5-1,Ethernet122/1/33,Isilon Access in Editorial,notconnect,682,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
441,DC-ACS5-1,Ethernet122/1/34,Isilon Access in Editorial,connected,682,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
442,DC-ACS5-1,Ethernet122/1/35,Isilon Access in Editorial,connected,682,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
443,DC-ACS5-1,Ethernet122/1/36,Isilon Access in Editorial,notconnect,682,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
444,DC-ACS5-1,Ethernet122/1/37,Isilon Access in Editorial,notconnect,682,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
445,DC-ACS5-1,Ethernet122/1/38,Isilon Access in Editorial,connected,899,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
446,DC-ACS5-1,Ethernet122/1/39,Isilon Access in Editorial,connected,682,full,1000,--,--,--,--,--,--,--,Ethernet122/1/39,b07b.2509.fbdc,b07b.2509.fbdc,not advertised,not advertised,not advertised,not advertised,Unknown,0
447,DC-ACS5-1,Ethernet122/1/40,Isilon Access in Editorial,notconnect,682,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
448,DC-ACS5-1,Ethernet122/1/41,Metadata network for  WWTO,notconnect,899,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
449,DC-ACS5-1,Ethernet122/1/42,Metadata network for  WWTO,connected,899,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
450,DC-ACS5-1,Ethernet122/1/43,Metadata network for  WWTO,connected,899,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
451,DC-ACS5-1,Ethernet122/1/44,Metadata network for  WWTO,notconnect,899,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
452,DC-ACS5-1,Ethernet122/1/45,Metadata network for  WWTO,connected,899,full,1000,--,--,--,--,--,--,--,Ethernet122/1/45,6805.ca19.bc80,6805.ca19.bc80,not advertised,not advertised,not advertised,not advertised,Unknown,0
453,DC-ACS5-1,Ethernet122/1/46,Metadata network for  WWTO,connected,899,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
454,DC-ACS5-1,Ethernet122/1/47,Metadata network for  WWTO,connected,899,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
455,DC-ACS5-1,Ethernet122/1/48,Metadata network for  WWTO,connected,899,full,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
456,DC-ACS5-1,Ethernet180/1/1,INC05513328,connected,860,full,10G,--,--,--,--,--,--,--,Ethernet180/1/1,24a9.3701.7513,24a9.3701.7516,eth2,pureM50-west06-ct0,FlashArray FA-m50r2 pureM50-west06-ct0 202310050044+88bf191c53e4-65x,"B, W, R, S",Unknown,0
457,DC-ACS5-1,Ethernet180/1/2,INC05513328,connected,860,full,10G,--,--,--,--,--,--,--,Ethernet180/1/2,24a9.3701.75d9,24a9.3701.75dc,eth2,pureM50-west06-ct1,FlashArray FA-m50r2 pureM50-west06-ct1 202310050044+88bf191c53e4-65x,"B, W, R, S",Unknown,0
458,DC-ACS5-1,Ethernet180/1/3,msALSp45,connected,898,full,10G,--,--,--,--,--,--,--,Ethernet180/1/3,90e2.ba82.2ca7,90e2.ba82.2ca7,not advertised,not advertised,not advertised,not advertised,Unknown,0
459,DC-ACS5-1,Ethernet180/1/4,--,notconnect,860,full,10G,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
460,DC-ACS5-1,Ethernet180/1/5,PPC-Corp-Isilon-01 Acc cxgb1 TSK NOV23 2013,notconnect,852,full,10G,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
461,DC-ACS5-1,Ethernet180/1/6,SCreenlife 10.0.81.0 subnet,notconnect,913,full,10G,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
462,DC-ACS5-1,Ethernet180/1/7,MSALSP43,connected,898,full,10G,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
463,DC-ACS5-1,Ethernet180/1/8,MSALSP44,connected,898,full,10G,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
464,DC-ACS5-1,Ethernet180/1/9,nxTSMp03,connected,821,full,10G,--,--,--,--,--,--,--,Ethernet180/1/9,0010.9b3c.0ae5,0010.9b3c.0ae5,not advertised,not advertised,Emulex OneConnect 10Gb Multi function Adapter,S,Unknown,0
465,DC-ACS5-1,Ethernet180/1/10,nxTSMp03,sfpAbsent,821,full,10G,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
466,DC-ACS5-1,Ethernet180/1/11,PPC-Corp-Isilon-01 Acc cxgb0 TSK NOV23 2013,sfpAbsent,851,full,10G,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
467,DC-ACS5-1,Ethernet180/1/12,NAS-Isilon SN SX200-201351-0107,connected,851,full,10G,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
468,DC-ACS5-1,Ethernet180/1/13,NAS-Isilon SN SX200-201351-0108,connected,851,full,10G,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
469,DC-ACS5-1,Ethernet180/1/14,NAS-Isilon SN SX200-201351-0109,connected,851,full,10G,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
470,DC-ACS5-1,Ethernet180/1/15,msCODp04,notconnect,682,full,10G,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
471,DC-ACS5-1,Ethernet180/1/16,msCODp05-NIC.10G,sfpAbsent,682,full,10G,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
472,DC-ACS5-1,Ethernet180/1/17,--,connected,80,full,10G,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
473,DC-ACS5-1,Ethernet180/1/18,--,connected,80,full,10G,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
474,DC-ACS5-1,Ethernet180/1/19,--,connected,80,full,10G,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
475,DC-ACS5-1,Ethernet180/1/20,--,connected,860,full,10G,--,--,--,--,--,--,--,Ethernet180/1/20,24a9.3701.ba0d,24a9.3701.ba10,eth2,pureM50-west01-ct1,FlashArray FA-m50r2 pureM50-west01-ct1 202310050044+88bf191c53e4-65x,"B, W, R, S",Unknown,0
