,Hostname,Port,Name,Status,Vlan,Duplex,Speed,Type
284,DC-ACS5-2,Ethernet122/1/35,Isilon Access in Editorial,connected,682,full,100,--
285,DC-ACS5-2,Ethernet122/1/36,Isilon Access in Editorial,notconnect,682,auto,auto,--
286,DC-ACS5-2,Ethernet122/1/37,Isilon Access in Editorial,notconnect,682,auto,auto,--
287,DC-ACS5-2,Ethernet122/1/38,Isilon Access in Editorial,connected,899,full,1000,--
288,DC-ACS5-2,Ethernet122/1/39,Isilon Access in Editorial,connected,682,full,1000,--
289,DC-ACS5-2,Ethernet122/1/40,Isilon Access in Editorial,notconnect,682,auto,auto,--
290,DC-ACS5-2,Ethernet122/1/41,Metadata network for  WWTO,notconnect,899,auto,auto,--
291,DC-ACS5-2,Ethernet122/1/42,Metadata network for  WWTO,connected,899,full,1000,--
292,DC-ACS5-2,Ethernet122/1/43,Metadata network for  WWTO,connected,899,full,1000,--
293,DC-ACS5-2,Ethernet122/1/44,Metadata network for  WWTO,notconnect,899,auto,auto,--
294,DC-ACS5-2,Ethernet122/1/45,Metadata network for  WWTO,connected,899,full,1000,--
295,DC-ACS5-2,Ethernet122/1/46,Metadata network for  WWTO,connected,899,full,1000,--
296,DC-ACS5-2,Ethernet122/1/47,Metadata network for  WWTO,connected,899,full,1000,--
297,DC-ACS5-2,Ethernet122/1/48,Metadata network for  WWTO,notconnect,899,auto,auto,--
298,DC-ACS5-2,Ethernet180/1/1,INC05513328,connected,860,full,10G,--
299,DC-ACS5-2,Ethernet180/1/2,INC05513328,connected,860,full,10G,--
300,DC-ACS5-2,Ethernet180/1/3,msALSp45,connected,898,full,10G,--
301,DC-ACS5-2,Ethernet180/1/4,INC06499754,notconnect,860,full,10G,--
302,DC-ACS5-2,Ethernet180/1/5,PPC-Corp-Isilon-01 Acc cxgb1 TSK NOV23 2013,notconnect,852,full,10G,--
303,DC-ACS5-2,Ethernet180/1/6,SCreenlife 10.0.81.0 subnet,notconnect,913,full,10G,--
304,DC-ACS5-2,Ethernet180/1/7,MSALSP43,connected,898,full,10G,--
305,DC-ACS5-2,Ethernet180/1/8,MSALSP44,connected,898,full,10G,--
306,DC-ACS5-2,Ethernet180/1/9,nxTSMp03,connected,821,full,10G,--
307,DC-ACS5-2,Ethernet180/1/10,nxTSMp03,sfpAbsent,821,full,10G,--
308,DC-ACS5-2,Ethernet180/1/11,PPC-Corp-Isilon-01 Acc cxgb0 TSK NOV23 2013,sfpAbsent,851,full,10G,--
309,DC-ACS5-2,Ethernet180/1/12,NAS-Isilon SN SX200-201351-0107,connected,851,full,10G,--
310,DC-ACS5-2,Ethernet180/1/13,NAS-Isilon SN SX200-201351-0108,connected,851,full,10G,--
311,DC-ACS5-2,Ethernet180/1/14,NAS-Isilon SN SX200-201351-0109,connected,851,full,10G,--
312,DC-ACS5-2,Ethernet180/1/15,msCODp04,notconnect,682,full,10G,--
313,DC-ACS5-2,Ethernet180/1/16,msCODp05-NIC.10G,sfpAbsent,682,full,10G,--
314,DC-ACS5-2,Ethernet180/1/17,--,connected,80,full,10G,--
315,DC-ACS5-2,Ethernet180/1/18,--,connected,80,full,10G,--
316,DC-ACS5-2,Ethernet180/1/19,--,connected,80,full,10G,--
317,DC-ACS5-2,Ethernet180/1/20,--,connected,860,full,10G,--
318,DC-ACS5-2,Ethernet180/1/21,--,connected,860,full,10G,--
319,DC-ACS5-2,Ethernet180/1/22,--,connected,860,full,10G,--
320,DC-ACS5-2,Ethernet180/1/23,--,connected,860,full,10G,--
321,DC-ACS5-2,Ethernet180/1/24,--,connected,881,full,10G,--
322,DC-ACS5-2,Ethernet180/1/25,--,connected,881,full,10G,--
323,DC-ACS5-2,Ethernet180/1/26,Purem50-east02 forklift,sfpAbsent,850,full,10G,--
324,DC-ACS5-2,Ethernet180/1/27,10GFEX1-1,notconnect,821,full,10G,--
325,DC-ACS5-2,Ethernet180/1/28,--,connected,860,full,10G,--
326,DC-ACS5-2,Ethernet180/1/29,--,connected,860,full,10G,--
327,DC-ACS5-2,Ethernet180/1/30,--,connected,860,full,10G,--
328,DC-ACS5-2,Ethernet180/1/31,--,connected,860,full,10G,--
329,DC-ACS5-2,Ethernet180/1/32,VNX5300 TSK MAR15 2014,notconnect,trunk,full,10G,--
330,DC-ACS5-2,Ethernet181/1/1,Temp uplink to LA5-ASR9K-1_te0/0/0/0,notconnect,51,full,10G,--
331,DC-ACS5-2,Ethernet181/1/2,Temp uplink to LA5-ASR9K-1_te0/0/0/1,notconnect,51,full,10G,--
332,DC-ACS5-2,Ethernet181/1/3,Temp uplink to LA5-ASR9K-1_te0/0/0/24,notconnect,50,full,10G,--
333,DC-ACS5-2,Ethernet181/1/4,Temp uplink to LA5-ASR9K-1_te0/0/0/25,notconnect,50,full,10G,--
334,DC-ACS5-2,Ethernet181/1/5,Temp uplink to LA6-ASR9K-1_te0/0/0/0,notconnect,50,full,10G,--
335,DC-ACS5-2,Ethernet181/1/6,Temp uplink to LA6-ASR9K-1_te0/0/0/1,notconnect,50,full,10G,--
336,DC-ACS5-2,Ethernet181/1/7,Temp uplink to LA6-ASR9K-1_te0/0/0/24,notconnect,51,full,10G,--
337,DC-ACS5-2,Ethernet181/1/8,Temp uplink to LA6-ASR9K-1_te0/0/0/25,notconnect,51,full,10G,--
338,DC-ACS5-2,Ethernet181/1/9,INC05679858,sfpAbsent,881,full,10G,--
339,DC-ACS5-2,Ethernet181/1/10,--,connected,860,full,10G,--
340,DC-ACS5-2,Ethernet181/1/11,--,connected,860,full,10G,--
341,DC-ACS5-2,Ethernet181/1/12,NAS-Isilon SN SX200-201351-0107 2ndary NIC,inactive,851,full,10G,--
342,DC-ACS5-2,Ethernet181/1/13,NAS-Isilon SN SX200-201351-0108 2ndary NIC,inactive,851,full,10G,--
343,DC-ACS5-2,Ethernet181/1/14,NAS-Isilon SN SX200-201351-0109 2ndary NIC,inactive,851,full,10G,--
344,DC-ACS5-2,Ethernet181/1/15,Temp MGMT uplink to LA5-FPR-01_Eth1/8,notconnect,200,full,10G,--
345,DC-ACS5-2,Ethernet181/1/16,nxTSMp03,connected,821,full,10G,--
346,DC-ACS5-2,Ethernet181/1/17,--,connected,80,full,10G,--
347,DC-ACS5-2,Ethernet181/1/18,--,connected,80,full,10G,--
348,DC-ACS5-2,Ethernet181/1/19,--,connected,80,full,10G,--
349,DC-ACS5-2,Ethernet181/1/20,MSBRSTSMPRXPD05,connected,860,full,10G,--
350,DC-ACS5-2,Ethernet181/1/21,MSBRSTSMPRXPD05,connected,860,full,10G,--
351,DC-ACS5-2,Ethernet181/1/22,MSBRSTSMPRXPD06,connected,860,full,10G,--
352,DC-ACS5-2,Ethernet181/1/23,MSBRSTSMPRXPD06,connected,860,full,10G,--
353,DC-ACS5-2,Ethernet181/1/24,MSBRSTSMPRXPD07,connected,860,full,10G,--
354,DC-ACS5-2,Ethernet181/1/25,MSBRSTSMPRXPD07,connected,860,full,10G,--
355,DC-ACS5-2,Ethernet181/1/26,Temp MGMT uplink to LA6-FPR-01_Eth1/8,sfpAbsent,200,full,10G,--
356,DC-ACS5-2,Ethernet181/1/27,Temp uplink to LA4-NCS-1_te0/0/0/3,connected,725,full,10G,--
357,DC-ACS5-2,Ethernet181/1/28,Temp uplink to LA4-NCS-1_te0/0/0/4,sfpAbsent,51,full,10G,--
358,DC-ACS5-2,Ethernet181/1/29,Temp uplink to LA4-NCS-2_te0/0/0/3,sfpAbsent,50,full,10G,--
359,DC-ACS5-2,Ethernet181/1/30,Temp uplink to LA4-NCS-2_te0/0/0/4,sfpAbsent,51,full,10G,--
360,DC-ACS5-2,Ethernet181/1/31,INC05679858,sfpAbsent,881,full,10G,--
361,DC-ACS5-2,Ethernet181/1/32,VNX5300  - BACKUP TSK MAR15 2014,notconnect,trunk,full,10G,--
362,DC-ACS5-2,loopback0,--,connected,routed,auto,auto,--
